uuid,brand,name,lat,lng,address,province,city,phone,business_hours,opened_at,status,raw_source
5c8e869c-1850-4a6c-bea5-4e3a5e9b305d,Insta360,影石Insta360北京清河万象汇授权体验店,40.037132,116.348136,清河中街68号/66号院1号楼万象汇一层L114 ,北京市,市辖区,19231189360,周一～周日10:00-22:00,2025-12-07,营业中,"{""address"": ""清河中街68号/66号院1号楼万象汇一层L114 "", ""businessHours"": ""周一～周日10:00-22:00"", ""chainStore"": ""授权专卖店"", ""cityCode"": ""1101"", ""cityName"": ""市辖区"", ""contactWay"": ""19231189360"", ""districtCode"": ""110108"", ""districtName"": ""海淀区"", ""gps"": ""116.341954,40.035789"", ""id"": 1291, ""provinceCode"": ""11"", ""provinceName"": ""北京市"", ""storeImage"": ""https://res.insta360.com/static/4d17dede42cba9cbdacedb94298620c7/20240506-143517.jpeg"", ""storeName"": ""影石Insta360北京清河万象汇授权体验店""}"
9b13ea47-7d5b-4216-b644-c5e8d33db07b,Insta360,影石Insta360北京朝阳合生汇授权体验店,39.900826,116.492429,西大望路甲22号合生汇B2K03AB ,北京市,市辖区,15600389557,周一～周日10:00-22:00,2025-12-07,营业中,"{""address"": ""西大望路甲22号合生汇B2K03AB "", ""businessHours"": ""周一～周日10:00-22:00"", ""chainStore"": ""授权专卖店"", ""cityCode"": ""1101"", ""cityName"": ""市辖区"", ""contactWay"": ""15600389557"", ""districtCode"": ""110105"", ""districtName"": ""朝阳区"", ""gps"": ""116.486372,39.899565"", ""id"": 1350, ""provinceCode"": ""11"", ""provinceName"": ""北京市"", ""storeImage"": ""https://res.insta360.com/static/597299c5eb87c7948625184bb70390e3/%E5%8C%97%E4%BA%AC%E5%90%88%E7%94%9F%E6%B1%87%E6%8E%88%E6%9D%83%E4%B8%93%E5%8D%96%E5%BA%97.jpeg"", ""storeName"": "" 影石Insta360北京朝阳合生汇授权体验店""}"
aa68f7f9-b204-406c-893c-94abca5bbcd4,Insta360,影石Insta360北京西单大悦城授权体验店,39.918356,116.385539,北京市西城区西单大悦城购物中心4层,北京市,市辖区,18522323191,10:00 - 22:00,2025-12-07,营业中,"{""address"": ""北京市西城区西单大悦城购物中心4层"", ""businessHours"": ""10:00 - 22:00"", ""chainStore"": ""授权专卖店"", ""cityCode"": ""1101"", ""cityName"": ""市辖区"", ""contactWay"": ""18522323191"", ""districtCode"": ""110102"", ""districtName"": ""西城区"", ""gps"": ""116.379306,39.916963"", ""id"": 1407, ""provinceCode"": ""11"", ""provinceName"": ""北京市"", ""storeImage"": ""https://res.insta360.com/static/56c7605caddafb217326dd5d6256f441/1751194714927.jpg"", ""storeName"": ""影石Insta360北京西单大悦城授权体验店""}"
4d5c6cd9-543c-4ee7-9cd4-e3c8a9e355d5,Insta360,影石Insta360北京首都机场T3授权体验店,40.091051,116.615815,北京市朝阳区首都机场路首都国际机场,北京市,市辖区,17610848823,06:00-22:00,2025-12-07,营业中,"{""address"": ""北京市朝阳区首都机场路首都国际机场"", ""businessHours"": ""06:00-22:00"", ""chainStore"": ""授权专卖店"", ""cityCode"": ""1101"", ""cityName"": ""市辖区"", ""contactWay"": ""17610848823"", ""districtCode"": ""110105"", ""districtName"": ""朝阳区"", ""gps"": ""116.61,40.09"", ""id"": 1576, ""provinceCode"": ""11"", ""provinceName"": ""北京市"", ""storeImage"": ""https://res.insta360.com/static/1c2edb210c876d8f467a94b7900a72e7/%E5%8C%97%E4%BA%AC%E9%A6%96%E9%83%BD%E6%9C%BA%E5%9C%BA.jpg"", ""storeName"": ""影石Insta360北京首都机场T3授权体验店""}"
93af1225-2e94-4593-aec7-b629558f7e71,Insta360,影石Insta360北京亦庄龙湖天街授权体验店,39.761211,116.505988,北京市大兴区博兴八路与兴海路交叉口龙湖亦庄天街1F-30A影石Insta360,北京市,市辖区,17610268200,10:00-22:00,2025-12-07,营业中,"{""address"": ""北京市大兴区博兴八路与兴海路交叉口龙湖亦庄天街1F-30A影石Insta360"", ""businessHours"": ""10:00-22:00"", ""chainStore"": ""授权专卖店"", ""cityCode"": ""1101"", ""cityName"": ""市辖区"", ""contactWay"": ""17610268200"", ""districtCode"": ""110115"", ""districtName"": ""大兴区"", ""gps"": ""116.50,39.76"", ""id"": 1584, ""provinceCode"": ""11"", ""provinceName"": ""北京市"", ""storeImage"": ""https://res.insta360.com/static/18d95ee55d042d354b3c5db2301ef2df/%E5%8C%97%E4%BA%AC%E9%BE%99%E6%B9%96%E4%BA%A6%E5%BA%84.jpg"", ""storeName"": ""影石Insta360北京亦庄龙湖天街授权体验店""}"
7d93754c-4509-4e69-a233-a5f95600b916,Insta360,影石Insta360北京SKP授权体验店,39.921252,116.496046,北京市朝阳区建国路87号北京SKPF5层D5297影石Insta360,北京市,市辖区,18610474243,10:00-22:00,2025-12-07,营业中,"{""address"": ""北京市朝阳区建国路87号北京SKPF5层D5297影石Insta360"", ""businessHours"": ""10:00-22:00"", ""chainStore"": ""授权专卖店"", ""cityCode"": ""1101"", ""cityName"": ""市辖区"", ""contactWay"": ""18610474243"", ""districtCode"": ""110105"", ""districtName"": ""朝阳区"", ""gps"": ""116.49,39.92"", ""id"": 1570, ""provinceCode"": ""11"", ""provinceName"": ""北京市"", ""storeImage"": ""https://res.insta360.com/static/56d44c69c9c3ae7c2ffb7ef208a83837/20251104-182606.jpg"", ""storeName"": ""影石Insta360北京SKP授权体验店""}"
58ab5d9d-314c-4212-a847-95f3d9018334,Insta360,影石Insta360北京三里屯太古里授权体验店,39.941334,116.466153,北京市朝阳区三里屯太古里西区W1-12,北京市,市辖区,17301391892,10:00-22:00,2025-12-07,营业中,"{""address"": ""北京市朝阳区三里屯太古里西区W1-12"", ""businessHours"": ""10:00-22:00"", ""chainStore"": ""授权专卖店"", ""cityCode"": ""1101"", ""cityName"": ""市辖区"", ""contactWay"": ""17301391892"", ""districtCode"": ""110105"", ""districtName"": ""朝阳区"", ""gps"": ""116.46,39.94"", ""id"": 1460, ""provinceCode"": ""11"", ""provinceName"": ""北京市"", ""storeImage"": ""https://res.insta360.com/static/cca5bb5fdbc5756b4a6bbb376004b8f6/mmexport1757206205790.jpg"", ""storeName"": ""影石Insta360北京三里屯太古里授权体验店""}"
6134e4d6-ce21-4482-af38-0750bf136888,Insta360,影石Insta360北京顺义华联授权体验店,40.131121,116.665922,北京市顺义区新顺南大街8号院1栋一层F1-55A（华联商厦）影石Insta360,北京市,市辖区,15313729099,10:00-22:00,2025-12-07,营业中,"{""address"": ""北京市顺义区新顺南大街8号院1栋一层F1-55A（华联商厦）影石Insta360"", ""businessHours"": ""10:00-22:00"", ""chainStore"": ""授权专卖店"", ""cityCode"": ""1101"", ""cityName"": ""市辖区"", ""contactWay"": ""15313729099"", ""districtCode"": ""110113"", ""districtName"": ""顺义区"", ""gps"": ""116.66,40.13"", ""id"": 1606, ""provinceCode"": ""11"", ""provinceName"": ""北京市"", ""storeImage"": ""https://res.insta360.com/static/0df78592a82b16bf251a664c35a90d10/20251128-170953.jpg"", ""storeName"": ""影石Insta360北京顺义华联授权体验店""}"
baec3b67-a401-4f22-b030-ce327846db4e,Insta360,影石Insta360北京超极合生汇授权体验店,40.10127,116.306098,北京市昌平区北清路超极合生汇lg2-72,北京市,市辖区,15611127757,10:00-22:00,2025-12-07,营业中,"{""address"": ""北京市昌平区北清路超极合生汇lg2-72"", ""businessHours"": ""10:00-22:00"", ""chainStore"": ""授权专卖店"", ""cityCode"": ""1101"", ""cityName"": ""市辖区"", ""contactWay"": ""15611127757"", ""districtCode"": ""110114"", ""districtName"": ""昌平区"", ""gps"": ""116.30,40.10"", ""id"": 1468, ""provinceCode"": ""11"", ""provinceName"": ""北京市"", ""storeImage"": ""https://res.insta360.com/static/0fe8d7fc7f45e43b090da50232599b0d/IMG_20250910_151536.jpg"", ""storeName"": ""影石Insta360北京超极合生汇授权体验店""}"
d92a6af8-aed8-4163-a70e-23d43df20649,Insta360,北京合生汇授权体验店,39.901251,116.496044,北京市朝阳区西大望路甲22号合生汇B2K03AB,北京市,市辖区,15600389557,10:00-22:00,2025-12-07,营业中,"{""address"": ""北京市朝阳区西大望路甲22号合生汇B2K03AB"", ""businessHours"": ""10:00-22:00"", ""chainStore"": ""授权专卖店"", ""cityCode"": ""1101"", ""cityName"": ""市辖区"", ""contactWay"": ""15600389557"", ""districtCode"": ""110105"", ""districtName"": ""朝阳区"", ""gps"": ""116.49,39.90"", ""id"": 1536, ""provinceCode"": ""11"", ""provinceName"": ""北京市"", ""storeImage"": ""https://res.insta360.com/static/a5e9bd9fd6f5675084162a4c50de39f7/20241121-190002.jpeg"", ""storeName"": ""北京合生汇授权体验店""}"
